cart_pos,cart_vel,pole_angle,pole_vel,action_0_value,action_1_value
-0.20000000298023224,-1.0,0.20000000298023224,1.600000023841858,1.0,15.0
-0.20000000298023224,-0.800000011920929,0.20000000298023224,1.2999999523162842,1.9499999999999993,15.0
-0.20000000298023224,-1.0,0.10000000149011612,1.5,15.0,2.852499999999999
-0.10000000149011612,-1.0,0.10000000149011612,1.5,15.0,4.524381249999999
-0.10000000149011612,-0.800000011920929,0.10000000149011612,1.2000000476837158,5.298162187499999,15.0
-0.10000000149011612,-0.6000000238418579,0.0,0.8999999761581421,6.033254078124999,15.0
-0.10000000149011612,-0.6000000238418579,0.0,0.800000011920929,15.0,7.395011805507812
-0.10000000149011612,-0.4000000059604645,0.0,0.5,8.02526121523242,13.852862645499515
-0.10000000149011612,-0.20000000298023224,0.0,0.20000000298023224,8.623998154470799,13.529329100525807
-0.0,-0.0,0.0,-0.0,9.192798246747259,12.739624007071512
0.10000000149011612,1.2000000476837158,-0.20000000298023224,-2.0,15.0,1.0
0.10000000149011612,1.0,-0.10000000149011612,-1.600000023841858,15.0,1.9499999999999993
0.10000000149011612,0.800000011920929,-0.10000000149011612,-1.2999999523162842,15.0,2.852499999999999
0.10000000149011612,0.6000000238418579,-0.10000000149011612,-1.0,15.0,3.7098750000000003
0.10000000149011612,0.4000000059604645,-0.10000000149011612,-0.699999988079071,15.0,4.524381249999999
0.10000000149011612,0.6000000238418579,-0.10000000149011612,-0.8999999761581421,5.298162187499999,15.0
0.0,0.800000011920929,-0.0,-1.2000000476837158,6.033254078124999,15.0
0.0,0.6000000238418579,-0.0,-0.8999999761581421,15.0,6.731591374218748
0.0,0.4000000059604645,-0.0,-0.6000000238418579,15.0,7.395011805507812
0.0,0.20000000298023224,-0.0,-0.30000001192092896,12.357498954812119,8.02526121523242
0.10000000149011612,0.4000000059604645,-0.20000000298023224,-0.699999988079071,15.0,1.0
0.10000000149011612,0.6000000238418579,-0.20000000298023224,-1.0,1.9499999999999993,15.0
0.10000000149011612,0.699999988079071,-0.20000000298023224,-1.2000000476837158,2.852499999999999,15.0
0.10000000149011612,0.8999999761581421,-0.10000000149011612,-1.5,3.7098750000000003,15.0
0.10000000149011612,1.100000023841858,-0.10000000149011612,-1.7000000476837158,4.524381249999999,15.0
0.10000000149011612,0.8999999761581421,-0.10000000149011612,-1.399999976158142,15.0,5.298162187499999
0.0,0.699999988079071,-0.0,-1.100000023841858,7.395011805507812,6.033254078124999
0.0,0.5,0.0,-0.800000011920929,15.0,8.02526121523242
-0.0,0.4000000059604645,0.0,-0.5,15.0,8.623998154470799
-0.0,0.20000000298023224,0.0,-0.20000000298023224,15.0,9.192798246747259
-0.0,0.800000011920929,-0.20000000298023224,-1.7000000476837158,15.0,1.0
-0.0,0.6000000238418579,-0.20000000298023224,-1.2999999523162842,15.0,1.9499999999999993
-0.0,0.4000000059604645,-0.10000000149011612,-1.0,15.0,2.852499999999999
-0.0,0.20000000298023224,-0.10000000149011612,-0.699999988079071,15.0,3.7098750000000003
-0.0,0.0,-0.10000000149011612,-0.30000001192092896,15.0,4.524381249999999
-0.0,0.20000000298023224,-0.10000000149011612,-0.6000000238418579,5.298162187499999,15.0
-0.0,0.4000000059604645,-0.10000000149011612,-0.8999999761581421,6.033254078124999,15.0
-0.10000000149011612,0.20000000298023224,-0.10000000149011612,-0.5,8.02526121523242,6.731591374218748
-0.10000000149011612,-0.0,-0.10000000149011612,-0.20000000298023224,15.0,7.395011805507812
-0.10000000149011612,0.4000000059604645,-0.0,-0.800000011920929,8.623998154470799,15.0
-0.10000000149011612,0.20000000298023224,-0.0,-0.5,15.0,9.192798246747259
-0.10000000149011612,-0.0,-0.0,-0.20000000298023224,15.0,9.733158334409895
-0.10000000149011612,0.20000000298023224,-0.0,-0.4000000059604645,11.197466626964683,15.0
-0.10000000149011612,-0.0,-0.0,-0.10000000149011612,13.188767474237693,11.63759329561645
-0.0,-0.4000000059604645,-0.0,0.5,15.0,14.45220853756331
-0.0,-0.20000000298023224,-0.0,0.20000000298023224,14.729598110685144,15.0
-0.0,-0.0,-0.0,-0.10000000149011612,14.993118205150886,15.0
0.10000000149011612,0.800000011920929,-0.20000000298023224,-1.600000023841858,1.0,15.0
0.10000000149011612,0.6000000238418579,-0.20000000298023224,-1.2000000476837158,15.0,1.9499999999999993
0.10000000149011612,0.4000000059604645,-0.10000000149011612,-0.8999999761581421,15.0,2.852499999999999
0.10000000149011612,0.6000000238418579,-0.10000000149011612,-1.2000000476837158,3.7098750000000003,15.0
0.10000000149011612,0.4000000059604645,-0.10000000149011612,-0.800000011920929,15.0,4.524381249999999
0.10000000149011612,0.6000000238418579,-0.10000000149011612,-1.100000023841858,5.298162187499999,15.0
0.0,0.4000000059604645,-0.10000000149011612,-0.800000011920929,15.0,6.033254078124999
0.0,0.20000000298023224,-0.10000000149011612,-0.5,15.0,6.731591374218748
0.0,0.0,-0.0,-0.20000000298023224,15.0,7.395011805507812
0.0,-0.20000000298023224,-0.10000000149011612,0.10000000149011612,15.0,8.02526121523242
0.0,-0.30000001192092896,-0.10000000149011612,0.4000000059604645,15.0,8.623998154470799
0.10000000149011612,-0.20000000298023224,-0.10000000149011612,0.20000000298023224,9.192798246747259,15.0
0.10000000149011612,0.0,-0.10000000149011612,-0.10000000149011612,9.733158334409895,15.0
0.0,0.20000000298023224,-0.10000000149011612,-0.4000000059604645,10.2465004176894,15.0
0.0,0.0,-0.10000000149011612,-0.10000000149011612,15.0,10.73417539680493
